,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals
291,4-2-3-1,226,483,146,152,2346,2317,4-4-1-1,277,435,282,278,2224,2210,2,0
292,4-2-3-1,315,602,206,150,2095,2258,5-4-1,287,639,193,215,2149,2304,0,0
293,4-2-3-1,241,485,80,243,2377,2358,4-3-3,301,462,83,311,2268,2290,2,1
294,4-4-2,203,508,405,150,2171,2212,4-2-3-1,218,849,190,291,2219,2211,3,0
295,4-3-3,311,401,295,135,1893,1985,4-2-3-1,285,588,435,370,2314,2342,1,4
296,3-4-3,218,446,118,297,2169,2207,4-4-1-1,214,485,237,387,2255,2233,0,3
297,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,224,518,75,353,2282,2445,3,0
298,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,346,459,0,277,2223,2208,1,4
299,4-3-3,278,491,357,211,2011,2188,4-3-3,228,491,285,232,2277,2216,0,2
300,4-4-1-1,402,469,213,298,2128,2199,3-5-2,311,401,295,135,1893,1985,2,1
301,4-2-3-1,315,602,206,150,2095,2258,4-3-3,145,381,292,215,2217,2322,0,2
302,4-3-3,301,462,83,311,2268,2290,3-4-3,224,518,75,353,2282,2445,5,0
303,4-3-3,278,491,357,211,2011,2188,4-2-3-1,226,483,146,152,2346,2317,1,2
304,4-1-4-1,277,435,282,278,2224,2210,4-4-2,285,588,435,370,2314,2342,0,2
305,4-3-3,145,381,292,215,2217,2322,4-3-3,301,462,83,311,2268,2290,1,2
306,4-2-3-1,226,483,146,152,2346,2317,3-5-2,228,491,285,232,2277,2216,1,3
307,4-2-3-1,241,485,80,243,2377,2358,3-4-3,287,639,193,215,2149,2304,2,0
308,4-4-1-1,203,508,405,150,2171,2212,4-4-2,315,602,206,150,2095,2258,1,0
309,4-2-3-1,224,518,75,353,2282,2445,4-4-1-1,402,469,213,298,2128,2199,2,2
310,3-5-2,311,401,295,135,1893,1985,4-4-2,214,485,237,387,2255,2233,1,2
311,3-4-3,218,446,118,297,2169,2207,4-4-2,218,849,190,291,2219,2211,3,0
312,4-2-3-1,165,601,133,370,2237,2258,4-4-1-1,278,491,357,211,2011,2188,3,0
313,3-4-3,312,300,260,340,2232,2267,4-2-3-1,346,459,0,277,2223,2208,1,3
314,4-4-2,402,469,213,298,2128,2199,4-4-2,145,381,292,215,2217,2322,2,2
315,4-4-1-1,277,435,282,278,2224,2210,4-4-1-1,315,602,206,150,2095,2258,1,1
316,4-3-3,226,483,146,152,2346,2317,4-3-3,301,462,83,311,2268,2290,0,0
317,4-2-3-1,285,588,435,370,2314,2342,4-4-1-1,203,508,405,150,2171,2212,1,2
318,4-3-3,228,491,285,232,2277,2216,4-3-3,241,485,80,243,2377,2358,2,3
319,4-4-2,278,491,357,211,2011,2188,4-2-3-1,346,459,0,277,2223,2208,1,2
320,4-2-3-1,224,518,75,353,2282,2445,4-4-2,214,485,237,387,2255,2233,1,2
321,4-4-2,311,401,295,135,1893,1985,5-4-1,287,639,193,215,2149,2304,1,1
322,4-2-3-1,165,601,133,370,2237,2258,3-4-3,218,849,190,291,2219,2211,3,2
323,3-4-3,312,300,260,340,2232,2267,3-4-3,218,446,118,297,2169,2207,1,1
324,4-4-2,214,485,237,387,2255,2233,4-4-1-1,285,588,435,370,2314,2342,2,1
325,4-4-2,145,381,292,215,2217,2322,4-3-3,277,435,282,278,2224,2210,3,2
326,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,224,518,75,353,2282,2445,1,0
327,4-3-3,301,462,83,311,2268,2290,5-4-1,402,469,213,298,2128,2199,3,0
328,3-4-3,218,849,190,291,2219,2211,3-4-3,312,300,260,340,2232,2267,2,3
329,4-4-2,287,639,193,215,2149,2304,4-2-3-1,226,483,146,152,2346,2317,1,1
330,4-2-3-1,346,459,0,277,2223,2208,4-3-3,228,491,285,232,2277,2216,1,3
331,4-3-3,241,485,80,243,2377,2358,4-4-2,311,401,295,135,1893,1985,0,1
332,4-4-1-1,203,508,405,150,2171,2212,4-3-3,165,601,133,370,2237,2258,2,1
333,3-4-3,218,446,118,297,2169,2207,4-4-1-1,278,491,357,211,2011,2188,1,1
334,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,346,459,0,277,2223,2208,1,1
335,4-4-1-1,402,469,213,298,2128,2199,4-3-3,241,485,80,243,2377,2358,0,2
336,4-4-2,214,485,237,387,2255,2233,3-5-2,312,300,260,340,2232,2267,1,2
337,4-4-1-1,285,588,435,370,2314,2342,3-4-3,218,849,190,291,2219,2211,0,0
338,4-4-2,224,518,75,353,2282,2445,4-4-2,145,381,292,215,2217,2322,0,0
339,4-4-1-1,311,401,295,135,1893,1985,4-3-3,301,462,83,311,2268,2290,2,2
340,4-3-3,165,601,133,370,2237,2258,3-4-3,218,446,118,297,2169,2207,4,1
341,4-3-3,228,491,285,232,2277,2216,5-4-1,287,639,193,215,2149,2304,5,0
342,4-4-2,278,491,357,211,2011,2188,4-4-2,214,485,237,387,2255,2233,1,1
343,4-3-3,226,483,146,152,2346,2317,4-4-1-1,203,508,405,150,2171,2212,1,0
344,4-4-2,214,485,237,387,2255,2233,4-4-1-1,277,435,282,278,2224,2210,0,0
345,4-4-2,145,381,292,215,2217,2322,4-4-1-1,285,588,435,370,2314,2342,5,0
346,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,226,483,146,152,2346,2317,0,2
347,4-3-3,301,462,83,311,2268,2290,4-4-2,278,491,357,211,2011,2188,0,0
348,4-4-1-1,203,508,405,150,2171,2212,4-4-2,311,401,295,135,1893,1985,0,1
349,5-4-1,218,849,190,291,2219,2211,3-4-3,402,469,213,298,2128,2199,2,1
350,3-4-3,287,639,193,215,2149,2304,3-5-1-1,312,300,260,340,2232,2267,0,1
351,4-3-3,241,485,80,243,2377,2358,4-2-3-1,165,601,133,370,2237,2258,2,1
352,3-5-2,218,446,118,297,2169,2207,4-3-3,228,491,285,232,2277,2216,1,4
353,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,224,518,75,353,2282,2445,2,0
354,4-4-2,277,435,282,278,2224,2210,4-3-3,241,485,80,243,2377,2358,1,0
355,3-4-3,402,469,213,298,2128,2199,3-4-3,287,639,193,215,2149,2304,1,0
356,4-2-3-1,226,483,146,152,2346,2317,3-4-3,218,849,190,291,2219,2211,1,1
357,4-4-1-1,285,588,435,370,2314,2342,3-4-3,218,446,118,297,2169,2207,0,2
358,4-4-2,278,491,357,211,2011,2188,4-4-2,145,381,292,215,2217,2322,1,2
359,4-4-2,224,518,75,353,2282,2445,4-4-1-1,203,508,405,150,2171,2212,2,1
360,4-4-1-1,311,401,295,135,1893,1985,3-4-3,346,459,0,277,2223,2208,1,0
361,4-3-3,165,601,133,370,2237,2258,4-4-1-1,214,485,237,387,2255,2233,5,0
362,3-5-2,312,300,260,340,2232,2267,4-3-3,301,462,83,311,2268,2290,1,0
363,4-3-3,228,491,285,232,2277,2216,5-3-2,315,602,206,150,2095,2258,0,0
364,3-5-2,287,639,193,215,2149,2304,3-4-3,218,849,190,291,2219,2211,0,1
365,5-4-1,312,300,260,340,2232,2267,5-3-2,315,602,206,150,2095,2258,1,1
366,4-4-2,285,588,435,370,2314,2342,4-3-3,165,601,133,370,2237,2258,3,1
367,4-3-3,228,491,285,232,2277,2216,4-5-1,277,435,282,278,2224,2210,3,1
368,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,203,508,405,150,2171,2212,1,0
369,3-4-3,218,446,118,297,2169,2207,5-3-2,241,485,80,243,2377,2358,0,0
370,4-4-1-1,214,485,237,387,2255,2233,3-4-3,402,469,213,298,2128,2199,1,2
371,4-4-2,145,381,292,215,2217,2322,4-4-1-1,311,401,295,135,1893,1985,2,0
372,5-3-2,315,602,206,150,2095,2258,4-3-3,165,601,133,370,2237,2258,0,1
373,4-4-1-1,301,462,83,311,2268,2290,4-2-3-1,277,435,282,278,2224,2210,4,0
374,4-3-3,241,485,80,243,2377,2358,4-1-4-1,224,518,75,353,2282,2445,1,0
375,4-2-3-1,203,508,405,150,2171,2212,3-5-1-1,312,300,260,340,2232,2267,3,0
376,4-5-1,218,849,190,291,2219,2211,4-3-3,228,491,285,232,2277,2216,0,1
377,4-4-2,287,639,193,215,2149,2304,4-3-3,278,491,357,211,2011,2188,1,2
378,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,285,588,435,370,2314,2342,5,4
379,3-4-3,218,446,118,297,2169,2207,3-5-2,226,483,146,152,2346,2317,3,1
380,4-3-3,241,485,80,243,2377,2358,4-2-3-1,285,588,435,370,2314,2342,2,1
381,4-4-2,402,469,213,298,2128,2199,4-1-4-1,252,420,125,266,1924,2125,2,0
382,4-3-3,136,355,180,136,2050,1924,4-2-2-2,145,381,292,215,2217,2322,0,2
383,3-5-1-1,315,602,206,150,2095,2258,4-3-3,312,300,260,340,2232,2267,0,3
384,4-4-1-1,203,508,405,150,2171,2212,4-2-3-1,346,459,0,277,2223,2208,1,2
385,4-2-2-2,224,518,75,353,2282,2445,4-4-1-1,277,435,282,278,2224,2210,2,0
386,3-4-3,264,347,56,131,1943,2096,4-2-3-1,226,483,146,152,2346,2317,2,2
387,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,228,491,285,232,2277,2216,0,2
388,4-3-3,301,462,83,311,2268,2290,4-2-3-1,218,446,118,297,2169,2207,4,0
389,3-4-3,218,849,190,291,2219,2211,4-4-1-1,214,485,237,387,2255,2233,0,0
390,4-3-3,252,420,125,266,1924,2125,4-4-1-1,203,508,405,150,2171,2212,0,0
391,4-3-3,312,300,260,340,2232,2267,4-2-3-1,165,601,133,370,2237,2258,3,2
392,4-2-3-1,226,483,146,152,2346,2317,4-4-2,218,849,190,291,2219,2211,2,1
393,4-2-3-1,285,588,435,370,2314,2342,3-4-3,264,347,56,131,1943,2096,2,0
394,3-4-3,346,459,0,277,2223,2208,4-3-3,136,355,180,136,2050,1924,3,1
395,4-4-2,218,446,118,297,2169,2207,4-2-2-2,402,469,213,298,2128,2199,1,2
396,4-4-1-1,277,435,282,278,2224,2210,4-3-2-1,241,485,80,243,2377,2358,3,2
397,4-4-1-1,214,485,237,387,2255,2233,4-4-2,224,518,75,353,2282,2445,1,3
398,3-5-2,228,491,285,232,2277,2216,4-2-2-2,315,602,206,150,2095,2258,6,1
399,4-4-2,145,381,292,215,2217,2322,4-3-3,301,462,83,311,2268,2290,0,2
400,4-2-3-1,165,601,133,370,2237,2258,4-4-1-1,218,446,118,297,2169,2207,3,1
401,4-2-2-2,402,469,213,298,2128,2199,4-2-3-1,226,483,146,152,2346,2317,2,2
402,4-2-3-1,315,602,206,150,2095,2258,4-1-4-1,252,420,125,266,1924,2125,0,0
403,4-3-3,301,462,83,311,2268,2290,4-5-1,277,435,282,278,2224,2210,1,0
404,4-4-2,218,849,190,291,2219,2211,4-2-3-1,285,588,435,370,2314,2342,1,2
405,3-4-3,264,347,56,131,1943,2096,4-3-3,228,491,285,232,2277,2216,1,1
406,4-3-3,136,355,180,136,2050,1924,4-4-1-1,214,485,237,387,2255,2233,4,2
407,5-4-1,203,508,405,150,2171,2212,4-3-2-1,312,300,260,340,2232,2267,1,2
408,4-2-2-2,224,518,75,353,2282,2445,4-4-2,145,381,292,215,2217,2322,2,1
409,3-5-1-1,241,485,80,243,2377,2358,4-3-3,346,459,0,277,2223,2208,0,3
410,4-2-3-1,277,435,282,278,2224,2210,4-2-3-1,136,355,180,136,2050,1924,2,2
411,4-3-3,312,300,260,340,2232,2267,3-5-2,402,469,213,298,2128,2199,2,0
412,4-4-2,145,381,292,215,2217,2322,4-4-2,218,849,190,291,2219,2211,0,2
413,4-2-3-1,226,483,146,152,2346,2317,5-4-1,315,602,206,150,2095,2258,1,1
414,4-2-3-1,285,588,435,370,2314,2342,4-3-2-1,301,462,83,311,2268,2290,1,2
415,4-1-3-2,228,491,285,232,2277,2216,5-4-1,203,508,405,150,2171,2212,2,1
416,4-2-3-1,218,446,118,297,2169,2207,3-4-3,264,347,56,131,1943,2096,0,1
417,4-2-3-1,214,485,237,387,2255,2233,4-3-3,241,485,80,243,2377,2358,0,2
418,4-2-2-2,252,420,125,266,1924,2125,4-2-3-1,165,601,133,370,2237,2258,2,3
419,4-4-2,224,518,75,353,2282,2445,3-1-4-2,346,459,0,277,2223,2208,2,1
420,4-4-2,402,469,213,298,2128,2199,4-2-3-1,285,588,435,370,2314,2342,4,2
421,4-1-4-1,312,300,260,340,2232,2267,4-2-2-1-1,252,420,125,266,1924,2125,4,1
422,3-2-2-2-1,315,602,206,150,2095,2258,4-1-4-1,145,381,292,215,2217,2322,0,1
423,4-3-3,228,491,285,232,2277,2216,4-3-3,136,355,180,136,2050,1924,3,0
424,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,165,601,133,370,2237,2258,1,2
425,4-4-2,346,459,0,277,2223,2208,4-1-4-1,301,462,83,311,2268,2290,1,2
426,4-2-2-2,224,518,75,353,2282,2445,4-1-4-1,241,485,80,243,2377,2358,1,2
427,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,218,446,118,297,2169,2207,1,3
428,3-4-3,264,347,56,131,1943,2096,4-4-2,214,485,237,387,2255,2233,1,0
429,4-2-2-2,218,849,190,291,2219,2211,4-1-4-1,277,435,282,278,2224,2210,2,2
430,4-1-4-1,277,435,282,278,2224,2210,4-4-1-1,346,459,0,277,2223,2208,1,2
431,4-2-2-1-1,214,485,237,387,2255,2233,4-2-2-2,402,469,213,298,2128,2199,4,0
432,4-2-2-1-1,252,420,125,266,1924,2125,4-1-4-1,228,491,285,232,2277,2216,0,5
433,4-3-3,145,381,292,215,2217,2322,4-4-1-1,203,508,405,150,2171,2212,0,0
434,4-1-4-1,136,355,180,136,2050,1924,4-2-2-2,224,518,75,353,2282,2445,1,1
435,4-2-3-1,285,588,435,370,2314,2342,5-4-1,315,602,206,150,2095,2258,3,1
436,4-2-3-1,301,462,83,311,2268,2290,4-1-4-1,218,849,190,291,2219,2211,3,0
437,4-1-4-1,241,485,80,243,2377,2358,3-4-3,264,347,56,131,1943,2096,1,1
438,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,226,483,146,152,2346,2317,2,0
439,4-1-4-1,218,446,118,297,2169,2207,4-3-2-1,312,300,260,340,2232,2267,0,0
440,4-2-3-1,165,601,133,370,2237,2258,4-2-2-2,224,518,75,353,2282,2445,2,0
441,4-1-4-1,312,300,260,340,2232,2267,4-3-2-1,301,462,83,311,2268,2290,1,1
442,4-2-3-1,226,483,146,152,2346,2317,4-2-2-1-1,136,355,180,136,2050,1924,3,0
443,3-3-2-1-1,315,602,206,150,2095,2258,3-2-2-2-1,346,459,0,277,2223,2208,0,2
444,4-3-2-1,228,491,285,232,2277,2216,4-1-4-1,277,435,282,278,2224,2210,2,0
445,4-4-1-1,203,508,405,150,2171,2212,4-2-3-1,285,588,435,370,2314,2342,0,2
446,4-1-4-1,218,446,118,297,2169,2207,5-3-2,241,485,80,243,2377,2358,3,1
447,3-2-2-2-1,264,347,56,131,1943,2096,4-4-2,218,849,190,291,2219,2211,2,0
448,4-4-1-1,252,420,125,266,1924,2125,4-2-2-1-1,214,485,237,387,2255,2233,1,2
449,4-4-2,402,469,213,298,2128,2199,4-3-2-1,145,381,292,215,2217,2322,2,1
450,4-2-2-1-1,277,435,282,278,2224,2210,4-1-4-1,218,446,118,297,2169,2207,1,0
451,4-2-2-2,214,485,237,387,2255,2233,4-2-3-1,315,602,206,150,2095,2258,1,1
452,4-4-2,145,381,292,215,2217,2322,3-4-3,264,347,56,131,1943,2096,0,1
453,4-2-3-1,285,588,435,370,2314,2342,4-2-3-1,226,483,146,152,2346,2317,1,2
454,4-3-3,241,485,80,243,2377,2358,4-2-2-1-1,203,508,405,150,2171,2212,3,2
455,4-4-2,346,459,0,277,2223,2208,4-1-4-1,252,420,125,266,1924,2125,1,0
456,4-2-2-2,224,518,75,353,2282,2445,4-2-2-2,402,469,213,298,2128,2199,0,4
457,3-2-2-2-1,136,355,180,136,2050,1924,4-2-2-1-1,165,601,133,370,2237,2258,1,5
458,4-1-4-1,301,462,83,311,2268,2290,4-2-2-1-1,228,491,285,232,2277,2216,0,0
459,3-2-2-2-1,218,849,190,291,2219,2211,4-3-2-1,312,300,260,340,2232,2267,0,3
460,4-4-2,402,469,213,298,2128,2199,4-4-2,218,849,190,291,2219,2211,0,0
461,4-2-2-1-1,252,420,125,266,1924,2125,4-1-4-1,136,355,180,136,2050,1924,4,2
462,4-3-2-1,312,300,260,340,2232,2267,4-2-3-1,241,485,80,243,2377,2358,2,2
463,3-3-3-1,315,602,206,150,2095,2258,4-3-2-1,301,462,83,311,2268,2290,0,1
464,4-1-4-1,228,491,285,232,2277,2216,4-4-1-1,214,485,237,387,2255,2233,5,0
465,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,277,435,282,278,2224,2210,0,1
466,4-1-4-1,218,446,118,297,2169,2207,4-1-4-1,346,459,0,277,2223,2208,0,1
467,3-2-2-2-1,264,347,56,131,1943,2096,4-2-2-2,224,518,75,353,2282,2445,0,2
468,4-2-3-1,226,483,146,152,2346,2317,4-4-2,145,381,292,215,2217,2322,2,0
469,4-2-3-1,165,601,133,370,2237,2258,3-4-1-2,285,588,435,370,2314,2342,3,1
470,4-4-1-1,277,435,282,278,2224,2210,3-2-2-2-1,264,347,56,131,1943,2096,1,0
471,4-2-3-1,136,355,180,136,2050,1924,3-2-2-2-1,402,469,213,298,2128,2199,0,3
472,4-2-3-1,285,588,435,370,2314,2342,4-1-4-1,218,446,118,297,2169,2207,1,1
473,4-2-3-1,301,462,83,311,2268,2290,4-2-3-1,252,420,125,266,1924,2125,4,1
474,4-2-2-2,218,849,190,291,2219,2211,4-2-2-1-1,203,508,405,150,2171,2212,0,0
475,4-2-3-1,224,518,75,353,2282,2445,4-2-3-1,315,602,206,150,2095,2258,3,0
476,4-2-2-1-1,214,485,237,387,2255,2233,4-1-4-1,312,300,260,340,2232,2267,0,4
477,4-1-4-1,145,381,292,215,2217,2322,4-2-3-1,165,601,133,370,2237,2258,2,2
478,4-3-2-1,241,485,80,243,2377,2358,4-2-3-1,226,483,146,152,2346,2317,2,1
479,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,228,491,285,232,2277,2216,0,1
480,4-2-3-1,165,601,133,370,2237,2258,4-1-4-1,301,462,83,311,2268,2290,1,1
481,4-2-3-1,402,469,213,298,2128,2199,4-1-4-1,241,485,80,243,2377,2358,1,2
482,4-2-2-1-1,252,420,125,266,1924,2125,4-2-3-1,285,588,435,370,2314,2342,0,1
483,4-2-3-1,226,483,146,152,2346,2317,4-2-3-1,277,435,282,278,2224,2210,3,1
484,4-4-1-1,203,508,405,150,2171,2212,4-2-2-2,224,518,75,353,2282,2445,1,0
485,4-1-4-1,218,446,118,297,2169,2207,4-2-3-1,214,485,237,387,2255,2233,4,2
486,3-2-2-2-1,264,347,56,131,1943,2096,4-2-3-1,346,459,0,277,2223,2208,2,3
487,4-3-3,312,300,260,340,2232,2267,4-2-2-2,145,381,292,215,2217,2322,3,1
488,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,218,849,190,291,2219,2211,6,1
489,3-4-1-2,315,602,206,150,2095,2258,4-1-4-1,136,355,180,136,2050,1924,1,0
490,4-1-4-1,252,420,125,266,1924,2125,4-4-1-1,277,435,282,278,2224,2210,2,1
491,4-2-2-2,145,381,292,215,2217,2322,4-2-3-1,346,459,0,277,2223,2208,0,1
492,3-3-2-1-1,315,602,206,150,2095,2258,4-1-4-1,218,446,118,297,2169,2207,1,1
493,4-2-3-1,285,588,435,370,2314,2342,4-2-2-2,214,485,237,387,2255,2233,0,0
494,4-2-3-1,203,508,405,150,2171,2212,4-2-2-1-1,402,469,213,298,2128,2199,2,1
495,4-2-3-1,218,849,190,291,2219,2211,4-2-2-2,224,518,75,353,2282,2445,1,1
496,4-2-3-1,165,601,133,370,2237,2258,3-2-2-2-1,264,347,56,131,1943,2096,1,1
497,4-1-4-1,312,300,260,340,2232,2267,4-1-3-1-1,226,483,146,152,2346,2317,0,0
498,4-2-2-1-1,301,462,83,311,2268,2290,4-2-3-1,136,355,180,136,2050,1924,2,0
499,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,241,485,80,243,2377,2358,3,1
500,4-4-1-1,277,435,282,278,2224,2210,4-4-1-1,285,588,435,370,2314,2342,1,1
501,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,252,420,125,266,1924,2125,1,0
502,4-2-3-1,136,355,180,136,2050,1924,4-2-3-1,218,849,190,291,2219,2211,3,2
503,4-1-4-1,241,485,80,243,2377,2358,4-2-2-2,145,381,292,215,2217,2322,0,0
504,4-4-2,346,459,0,277,2223,2208,4-1-4-1,312,300,260,340,2232,2267,3,1
505,4-2-2-2,224,518,75,353,2282,2445,4-2-3-1,301,462,83,311,2268,2290,0,3
506,4-2-3-1,218,446,118,297,2169,2207,4-1-4-1,228,491,285,232,2277,2216,0,4
507,4-2-2-2,402,469,213,298,2128,2199,3-2-2-2-1,165,601,133,370,2237,2258,1,2
508,3-2-2-2-1,264,347,56,131,1943,2096,3-1-4-1-1,315,602,206,150,2095,2258,0,2
509,4-2-2-2,214,485,237,387,2255,2233,3-4-3,203,508,405,150,2171,2212,1,2
510,3-1-2-2-2,252,420,125,266,1924,2125,3-2-2-2-1,264,347,56,131,1943,2096,2,1
511,4-4-2,145,381,292,215,2217,2322,4-4-1-1,214,485,237,387,2255,2233,2,0
512,3-3-2-1-1,315,602,206,150,2095,2258,4-2-3-1,277,435,282,278,2224,2210,1,2
513,4-4-1-1,285,588,435,370,2314,2342,4-2-2-2,224,518,75,353,2282,2445,2,0
514,4-1-4-1,228,491,285,232,2277,2216,3-2-2-2-1,402,469,213,298,2128,2199,3,1
515,4-4-1-1,203,508,405,150,2171,2212,4-4-2,218,446,118,297,2169,2207,0,3
516,3-2-2-2-1,218,849,190,291,2219,2211,3-2-3-2,241,485,80,243,2377,2358,2,2
517,3-4-3,165,601,133,370,2237,2258,4-4-2,346,459,0,277,2223,2208,4,2
518,4-1-4-1,312,300,260,340,2232,2267,4-4-2,136,355,180,136,2050,1924,2,0
519,4-2-3-1,301,462,83,311,2268,2290,4-2-2-1-1,226,483,146,152,2346,2317,1,0
520,4-2-2-2,402,469,213,298,2128,2199,4-2-3-1,315,602,206,150,2095,2258,2,1
521,4-1-4-1,277,435,282,278,2224,2210,4-2-2-2,145,381,292,215,2217,2322,3,1
522,4-1-4-1,224,518,75,353,2282,2445,4-3-2-1,228,491,285,232,2277,2216,1,2
523,4-4-2,218,446,118,297,2169,2207,4-1-4-1,252,420,125,266,1924,2125,3,1
524,4-4-2,214,485,237,387,2255,2233,4-4-2,301,462,83,311,2268,2290,1,3
525,4-2-3-1,226,483,146,152,2346,2317,5-4-1,203,508,405,150,2171,2212,1,1
526,4-4-1-1,136,355,180,136,2050,1924,4-2-3-1,285,588,435,370,2314,2342,1,1
527,3-2-2-2-1,241,485,80,243,2377,2358,3-4-3,165,601,133,370,2237,2258,2,2
528,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,218,849,190,291,2219,2211,3,1
529,3-2-2-2-1,264,347,56,131,1943,2096,4-1-4-1,312,300,260,340,2232,2267,2,1
530,3-3-2-2,165,601,133,370,2237,2258,4-2-3-1,315,602,206,150,2095,2258,1,0
531,4-4-2,402,469,213,298,2128,2199,4-4-2,301,462,83,311,2268,2290,0,4
532,4-2-2-2,214,485,237,387,2255,2233,4-2-2-1-1,277,435,282,278,2224,2210,1,0
533,4-1-4-1,252,420,125,266,1924,2125,4-3-2-1,218,849,190,291,2219,2211,1,0
534,4-3-2-1,312,300,260,340,2232,2267,4-1-4-1,228,491,285,232,2277,2216,2,0
535,4-1-4-1,285,588,435,370,2314,2342,4-2-3-1,346,459,0,277,2223,2208,0,2
536,4-2-3-1,241,485,80,243,2377,2358,4-2-3-1,136,355,180,136,2050,1924,4,1
537,4-2-2-2,218,446,118,297,2169,2207,4-2-2-2,145,381,292,215,2217,2322,3,2
538,3-2-3-1-1,203,508,405,150,2171,2212,3-2-2-2-1,264,347,56,131,1943,2096,1,2
539,4-2-3-1,226,483,146,152,2346,2317,4-2-2-2,224,518,75,353,2282,2445,2,2
540,4-4-2,145,381,292,215,2217,2322,4-2-3-1,285,588,435,370,2314,2342,1,0
541,4-2-3-1,136,355,180,136,2050,1924,4-4-2,218,446,118,297,2169,2207,0,2
542,3-5-1-1,315,602,206,150,2095,2258,3-5-1-1,203,508,405,150,2171,2212,0,1
543,4-1-4-1,228,491,285,232,2277,2216,3-2-2-2-1,226,483,146,152,2346,2317,3,1
544,4-2-3-1,346,459,0,277,2223,2208,3-2-2-2-1,214,485,237,387,2255,2233,1,0
545,4-2-2-2,224,518,75,353,2282,2445,4-1-4-1,252,420,125,266,1924,2125,3,2
546,3-2-2-1-2,264,347,56,131,1943,2096,3-2-2-2-1,402,469,213,298,2128,2199,2,0
547,4-2-3-1,277,435,282,278,2224,2210,4-1-4-1,312,300,260,340,2232,2267,1,2
548,4-4-1-1,301,462,83,311,2268,2290,3-2-3-2,241,485,80,243,2377,2358,3,1
549,3-2-2-2-1,218,849,190,291,2219,2211,3-4-3,165,601,133,370,2237,2258,3,2
550,3-4-1-2,264,347,56,131,1943,2096,4-4-1-1,301,462,83,311,2268,2290,0,2
551,4-4-2,165,601,133,370,2237,2258,3-3-2-2,214,485,237,387,2255,2233,3,1
552,4-2-2-2,402,469,213,298,2128,2199,4-1-4-1,277,435,282,278,2224,2210,2,0
553,4-1-4-1,252,420,125,266,1924,2125,4-1-4-1,241,485,80,243,2377,2358,1,5
554,4-1-4-1,312,300,260,340,2232,2267,4-1-4-1,285,588,435,370,2314,2342,0,1
555,3-4-1-2,315,602,206,150,2095,2258,3-2-2-2-1,218,849,190,291,2219,2211,1,3
556,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,145,381,292,215,2217,2322,2,3
557,3-2-2-2-1,203,508,405,150,2171,2212,3-4-3,136,355,180,136,2050,1924,0,0
558,4-4-2,218,446,118,297,2169,2207,4-2-2-2,224,518,75,353,2282,2445,0,2
559,4-2-3-1,226,483,146,152,2346,2317,4-4-2,346,459,0,277,2223,2208,2,6
560,4-1-4-1,277,435,282,278,2224,2210,4-4-2,165,601,133,370,2237,2258,1,1
561,3-2-3-2,214,485,237,387,2255,2233,3-2-2-2-1,226,483,146,152,2346,2317,1,5
562,4-2-2-2,145,381,292,215,2217,2322,3-2-2-2-1,252,420,125,266,1924,2125,0,0
563,3-2-2-2-1,136,355,180,136,2050,1924,3-2-2-1-2,264,347,56,131,1943,2096,1,1
564,4-1-4-1,285,588,435,370,2314,2342,4-1-4-1,228,491,285,232,2277,2216,2,1
565,4-2-3-1,301,462,83,311,2268,2290,3-3-2-2,203,508,405,150,2171,2212,4,0
566,4-2-3-1,241,485,80,243,2377,2358,4-2-3-1,315,602,206,150,2095,2258,3,1
567,4-2-3-1,346,459,0,277,2223,2208,4-2-2-1-1,402,469,213,298,2128,2199,5,0
568,4-2-2-2,224,518,75,353,2282,2445,4-1-4-1,312,300,260,340,2232,2267,1,2
569,3-2-2-2-1,218,849,190,291,2219,2211,4-2-3-1,218,446,118,297,2169,2207,1,2
570,4-1-4-1,277,435,282,278,2224,2210,3-2-2-2-1,226,483,146,152,2346,2317,1,0
571,3-2-2-1-2,136,355,180,136,2050,1924,3-2-3-1-1,315,602,206,150,2095,2258,1,0
572,4-2-3-1,285,588,435,370,2314,2342,4-1-4-1,252,420,125,266,1924,2125,0,1
573,4-2-3-1,301,462,83,311,2268,2290,4-2-3-1,165,601,133,370,2237,2258,5,1
